"id_trecho_,N,10,0","vl_br,C,3","sg_uf,C,2","nm_tipo_tr,C,254","sg_tipo_tr,C,1","desc_coinc,C,254","vl_codigo,C,20","ds_local_i,C,254","ds_local_f,C,254","vl_km_inic,N,19,8","vl_km_fina,N,19,8","vl_extensa,N,19,8","ds_sup_fed,C,254","ds_obra,C,3","ul,C,254","ds_coinc,C,254","ds_tipo_ad,C,254","ds_ato_leg,C,254","est_coinc,C,254","sup_est_co,C,254","ds_jurisdi,C,254","ds_superfi,C,254","ds_legenda,C,254","sg_legenda,C,254","leg_multim,C,254","versao_snv,C,15","id_versao,N,10,0","marcador,C,254"
157960,010,TO,Eixo Principal,B,-,010BTO0318,FIM TRAVESSIA RIO PERDIDA,FIM DA PAVIMENTAÇÃO,634,639.6,5.6,PAV,,Palmas,010BTO0318,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151168,010,TO,Eixo Principal,B,-,010BTO0320,FIM DA PAVIMENTAÇÃO,ENTR BR-010/235,639.6,659.3,19.7,PLA,,,010BTO0320,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151169,010,TO,Eixo Principal,B,-,010BTO0325,ENTR BR-010/235,ENTR TO-010/428 (SANTA MARIA DO TOCANTINS),659.3,698.1,38.8,PLA,,,010BTO0325,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151170,010,TO,Eixo Principal,B,-,010BTO0330,ENTR TO-010/428 (SANTA MARIA DO TOCANTINS),ENTR TO-239 (ITACAJÁ),698.1,746.3,48.2,LEN,,Palmas,010BTO0330,Federal,,,,Federal,N_PAV,Leito Natural,LEN,Leito Natural,202507A,80,|
151171,010,TO,Eixo Principal,B,-,010BTO0335,ENTR TO-239 (ITACAJÁ),INÍCIO DE PAVIMENTAÇÃO,746.3,814.7,68.4,LEN,,Palmas,010BTO0335,Federal,,,,Federal,N_PAV,Leito Natural,LEN,Leito Natural,202507A,80,|
151174,010,TO,Eixo Principal,B,-,010BTO0350,INÍCIO DE PAVIMENTAÇÃO,MORRO GRANDE,814.7,822.8,8.1,PAV,,Palmas,010BTO0350,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
157961,010,TO,Eixo Principal,B,-,010BTO0355,MORRO GRANDE,GOIATINS,822.8,855.1,32.3,PAV,,Palmas,010BTO0355,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158732,010,TO,Eixo Principal,B,-,010BTO0357,GOIATINS,DIV TO/MA,855.1,856.1,1,PLA,,,010BTO0357,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
158492,020,PI,Acesso,A,-,020API1005,ENTR BR-020,ACS SUL S RAIMUNDO NONATO - ACESSO NORTE,0,0.7,0.7,PAV,,Picos,020API1005,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158493,020,PI,Acesso,A,-,020API2005,BR-020/324 (ESTAÇÃO RODOVIÁRIA SÃO RAIMUNDO NONATO),ENTR BR-324/PI-040 (S RAIMUNDO NONATO),0,1.9,1.9,PAV,,Picos,020API2005,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151239,020,BA,Eixo Principal,B,-,020BBA0220,VILA ROSÁRIO (DIV GO/BA),ENTR BR-020/349,0,18.1,18.1,PAV,,Barreiras,020BBA0220;349BBA0701,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151240,020,BA,Eixo Principal,B,-,020BBA0225,ENTR BR-020/349,P/ SÃO DOMINGOS,18.1,75.7,57.6,PAV,,Barreiras,020BBA0225,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151241,020,BA,Eixo Principal,B,-,020BBA0230,P/ SÃO DOMINGOS,ENTR BA-463 (P/SÃO DESIDÉRIO),75.7,129.9,54.2,PAV,,Barreiras,020BBA0230,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151242,020,BA,Eixo Principal,B,-,020BBA0235,ENTR BA-463 (P/SÃO DESIDÉRIO),RODA VELHA,129.9,135.9,6,PAV,,Barreiras,020BBA0235,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151243,020,BA,Eixo Principal,B,-,020BBA0240,RODA VELHA,ENTR BR-020/242 (LUIS EDUARDO MAGALHÃES),135.9,212.1,76.2,PAV,,Barreiras,020BBA0240,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151244,020,BA,Eixo Principal,B,-,020BBA0250,ENTR BR-020/242 (LUIS EDUARDO MAGALHÃES),INÍCIO DUPLICAÇÃO,212.1,217.8,5.7,DUP,,Barreiras,020BBA0250;242BBA0335,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
162038,020,BA,Eixo Principal,B,-,020BBA0255,INÍCIO DUPLICAÇÃO,ENTR BA-459,217.8,236.9,19.1,PAV,,Barreiras,020BBA0255;242BBA0333,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
164644,020,BA,Eixo Principal,B,-,020BBA0257,ENTR BA-459,ENTR BR-020/135/242 (BARREIRAS),236.9,298.9,62,PAV,,Barreiras,020BBA0257;242BBA0330,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151245,020,BA,Eixo Principal,B,-,020BBA0260,ENTR BR-020/135/242 (BARREIRAS),ENTR BR-020/135/242 (ACESSO NORTE BARREIRAS),298.9,304.6,5.7,PAV,,Barreiras,020BBA0260;135BBA0575;242BBA0325,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158839,020,BA,Eixo Principal,B,-,020BBA0265,ENTR BR-020/135/242 (ACESSO NORTE BARREIRAS),ACESSO SUL RIACHÃO DAS NEVES,304.6,351.4,46.8,PAV,,Barreiras,020BBA0265;135BBA0570,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151246,020,BA,Eixo Principal,B,-,020BBA0270,ACESSO SUL RIACHÃO DAS NEVES,ENTR BR-020/135/BA-451 (MONTE ALEGRE),351.4,398.1,46.7,PAV,,Barreiras,020BBA0270;135BBA0550,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151247,020,BA,Eixo Principal,B,-,020BBA0280,ENTR BR-020/135/BA-451 (MONTE ALEGRE),ACESSO A SANTA RITA DE CÁSSIA,398.1,464.6,66.5,PLA,,,020BBA0280,Estadual,,BA-451,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
151248,020,BA,Eixo Principal,B,-,020BBA0290,ACESSO A SANTA RITA DE CÁSSIA,ACESSO A MANSIDÃO,464.6,546.7,82.1,PLA,,,020BBA0290,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151249,020,BA,Eixo Principal,B,-,020BBA0300,ACESSO A MANSIDÃO,ENTR BR-020/330/BA-351 (BURITIRAMA),546.7,602.4,55.7,PLA,,,020BBA0300,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151250,020,BA,Eixo Principal,B,-,020BBA0310,ENTR BR-020/330/BA-351 (BURITIRAMA),ACESSO A ALTAMIRA,602.4,642.4,40,PLA,,,020BBA0310,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151251,020,BA,Eixo Principal,B,-,020BBA0320,ACESSO A ALTAMIRA,ACESSO A NOVA HOLANDA,642.4,687.1,44.7,PLA,,,020BBA0320,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151252,020,BA,Eixo Principal,B,-,020BBA0350,ACESSO A NOVA HOLANDA,ENTR BR-020/235 (CAMPO ALEGRE DE LOURDES),687.1,772.3,85.2,PLA,,,020BBA0350,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151253,020,BA,Eixo Principal,B,-,020BBA0360,ENTR BR-020/235 (CAMPO ALEGRE DE LOURDES),DIV BA/PI,772.3,784.1,11.8,IMP,EOP,Barreiras,020BBA0360,Federal,,,,Federal,N_PAV,Em obra de Pavimentação,EOP,Implantada,202507A,80,|
151272,020,CE,Eixo Principal,B,-,020BCE0510,DIV PI/CE,ENTR CE-277 (P/PARAMBU),0,34.7,34.7,PAV,,Boa Viagem,020BCE0510,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151273,020,CE,Eixo Principal,B,-,020BCE0520,ENTR CE-277 (P/PARAMBU),ENTR CE-187 (P/MARRECOS),34.7,65.3,30.6,PAV,,Boa Viagem,020BCE0520,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151274,020,CE,Eixo Principal,B,-,020BCE0530,ENTR CE-187 (P/MARRECOS),ENTR BR-020/404/CE-176 (TAUÁ),65.3,83.1,17.8,PAV,,Boa Viagem,020BCE0530,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151275,020,CE,Eixo Principal,B,-,020BCE0540,ENTR BR-020/404/CE-176 (TAUÁ),ENTR BR-020/226 (SANTA CRUZ DO BANABUIÚ),83.1,155.8,72.7,PAV,,Boa Viagem,020BCE0540,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151276,020,CE,Eixo Principal,B,-,020BCE0550,ENTR BR-020/226 (SANTA CRUZ DO BANABUIÚ),ENTR CE-168/266 (BOA VIAGEM),155.8,203.2,47.4,PAV,,Boa Viagem,020BCE0550,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151277,020,CE,Eixo Principal,B,-,020BCE0560,ENTR CE-168/266 (BOA VIAGEM),ENTR CE-265 (MADALENA),203.2,239.1,35.9,PAV,,Boa Viagem,020BCE0560,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151278,020,CE,Eixo Principal,B,-,020BCE0570,ENTR CE-265 (MADALENA),ENTR CE-366 (P/LAGOA DO MATO),239.1,253.6,14.5,PAV,,Boa Viagem,020BCE0570,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151279,020,CE,Eixo Principal,B,-,020BCE0580,ENTR CE-366 (P/LAGOA DO MATO),ENTR CE-456 (P/TARGINOS),253.6,279.9,26.3,PAV,,Boa Viagem,020BCE0580,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151280,020,CE,Eixo Principal,B,-,020BCE0590,ENTR CE-456 (P/TARGINOS),ENTR CE-257 (CANINDÉ),279.9,308.8,28.9,PAV,,Boa Viagem,020BCE0590,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151281,020,CE,Eixo Principal,B,-,020BCE0600,ENTR CE-257 (CANINDÉ),CARIDADE,308.8,326.2,17.4,PAV,,Fortaleza,020BCE0600,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151282,020,CE,Eixo Principal,B,-,020BCE0610,CARIDADE,ENTR CE-162,326.2,335.5,9.3,PAV,,Fortaleza,020BCE0610,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151283,020,CE,Eixo Principal,B,-,020BCE0630,ENTR CE-162,ENTR CE-253 (CAMPOS BELOS),335.5,348.5,13,PAV,,Fortaleza,020BCE0630,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151284,020,CE,Eixo Principal,B,-,020BCE0640,ENTR CE-253 (CAMPOS BELOS),ENTR CE-354 (P/ITAPEBUSSÚ),348.5,358.9,10.4,PAV,,Fortaleza,020BCE0640,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151285,020,CE,Eixo Principal,B,-,020BCE0650,ENTR CE-354 (P/ITAPEBUSSÚ),ENTR BR-020/222/CE-010,358.9,406.6,47.7,PAV,,Fortaleza,020BCE0650,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158789,020,CE,Eixo Principal,B,-,020BCE0665,ENTR BR-020/222/CE-010,MARCO ZERO FORTALEZA,406.6,418.6,12,PLA,,,020BCE0665,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151214,020,DF,Eixo Principal,B,Coinc,020BDF0010,ENTR BR-010/020/030/450/DF-001 (BRASÍLIA),ENTR DF-440,0,2.4,2.4,DUP,,Brasília,010BDF0010;020BDF0010;030BDF0010,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151215,020,DF,Eixo Principal,B,Coinc,020BDF0015,ENTR DF-440,ACESSO I SOBRADINHO,2.4,6,3.6,DUP,,Brasília,010BDF0015;020BDF0015;030BDF0015,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151216,020,DF,Eixo Principal,B,Coinc,020BDF0016,ACESSO I SOBRADINHO,ACESSO II SOBRADINHO,6,8.3,2.3,DUP,,Brasília,010BDF0016;020BDF0016;030BDF0016,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151217,020,DF,Eixo Principal,B,Coinc,020BDF0018,ACESSO II SOBRADINHO,ENTR DF-230,8.3,18.2,9.9,DUP,,Brasília,010BDF0018;020BDF0018;030BDF0018,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151218,020,DF,Eixo Principal,B,Coinc,020BDF0020,ENTR DF-230,ENTR DF-128,18.2,22,3.8,DUP,,Brasília,010BDF0020;020BDF0020;030BDF0020,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151219,020,DF,Eixo Principal,B,Coinc,020BDF0022,ENTR DF-128,AV.INDEPENDÊNCIA (PLANALTINA),22,25,3,DUP,,Brasília,010BDF0022;020BDF0022;030BDF0022,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151220,020,DF,Eixo Principal,B,Coinc,020BDF0030,AV.INDEPENDÊNCIA (PLANALTINA),ENTR BR-010/020/030/DF-345,25,34,9,DUP,,Brasília,010BDF0030;020BDF0030;030BDF0030,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151221,020,DF,Eixo Principal,B,-,020BDF0050,ENTR BR-010/020/030/DF-345,ENTR DF-405,34,36,2,DUP,,Brasília,020BDF0050;030BDF0050,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151222,020,DF,Eixo Principal,B,-,020BDF0051,ENTR DF-405,ENTR DF-410,36,36.3,0.3,DUP,,Brasília,020BDF0051;030BDF0051,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151223,020,DF,Eixo Principal,B,-,020BDF0052,ENTR DF-410,ENTR DF-110,36.3,42,5.7,DUP,,Brasília,020BDF0052;030BDF0052,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151224,020,DF,Eixo Principal,B,-,020BDF0053,ENTR DF-110,ENTR VICINAL-107,42,49.4,7.4,DUP,,Brasília,020BDF0053;030BDF0053,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151225,020,DF,Eixo Principal,B,-,020BDF0054,ENTR VICINAL-107,ENTR DF-105,49.4,52.3,2.9,DUP,,Brasília,020BDF0054;030BDF0054,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151226,020,DF,Eixo Principal,B,-,020BDF0060,ENTR DF-105,ENTR DF-100,52.3,57.9,5.6,DUP,,Brasília,020BDF0060;030BDF0060,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151227,020,DF,Eixo Principal,B,-,020BDF0070,ENTR DF-100,DIV DF/GO,57.9,58.8,0.9,DUP,,Brasília,020BDF0070;030BDF0070,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151228,020,GO,Eixo Principal,B,-,020BGO0090,DIV DF/GO,ACESSO A FORMOSA,0,3.7,3.7,PAV,,Brasília,020BGO0090;030BGO0090,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151229,020,GO,Eixo Principal,B,-,020BGO0110,ACESSO A FORMOSA,ENTR GO-346 (P/CABEÇEIRAS),3.7,22,18.3,PAV,,Brasília,020BGO0110;030BGO0110,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151230,020,GO,Eixo Principal,B,-,020BGO0120,ENTR GO-346 (P/CABEÇEIRAS),ENTR GO-468 (DISTRITO DE BEZERRA),22,31,9,PAV,,Brasília,020BGO0120;030BGO0120,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151231,020,GO,Eixo Principal,B,-,020BGO0130,ENTR GO-468 (DISTRITO DE BEZERRA),ENTR GO-458 (P/SANTA ROSA),31,72.8,41.8,PAV,,Brasília,020BGO0130;030BGO0157,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151232,020,GO,Eixo Principal,B,-,020BGO0150,ENTR GO-458 (P/SANTA ROSA),ENTR GO-114 (P/FLORES DE GOIÁS),72.8,105.3,32.5,PAV,,Brasília,020BGO0150;030BGO0160,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151233,020,GO,Eixo Principal,B,-,020BGO0160,ENTR GO-114 (P/FLORES DE GOIÁS),SANTA MARIA,105.3,143.3,38,PAV,,Brasília,020BGO0160;030BGO0165,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151234,020,GO,Eixo Principal,B,-,020BGO0170,SANTA MARIA,ENTR GO-112 (ALVORADA DO NORTE),143.3,181.1,37.8,PAV,,Brasília,020BGO0170;030BGO0170,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151235,020,GO,Eixo Principal,B,-,020BGO0190,ENTR GO-112 (ALVORADA DO NORTE),ENTR GO-236 (P/MAMBAÍ),181.1,186.9,5.8,PAV,,Brasília,020BGO0190;030BGO0175,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151236,020,GO,Eixo Principal,B,-,020BGO0195,ENTR GO-236 (P/MAMBAÍ),ENTR GO-108,186.9,216.3,29.4,PAV,,Brasília,020BGO0195,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151237,020,GO,Eixo Principal,B,-,020BGO0200,ENTR GO-108,ENTR BR-020/349/GO-108 (P/POSSE),216.3,231.3,15,PAV,,Brasília,020BGO0200,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151238,020,GO,Eixo Principal,B,-,020BGO0210,ENTR BR-020/349/GO-108 (P/POSSE),VILA ROSÁRIO (DIV GO/BA),231.3,254.1,22.8,PAV,,Brasília,020BGO0210;349BGO0710,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151254,020,PI,Eixo Principal,B,-,020BPI0370,DIV BA/PI,ENTR BR-020/324/PI-140 (SÃO RAIMUNDO NONATO),0,54.6,54.6,PLA,,,020BPI0370,Estadual,,PI_,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
151256,020,PI,Eixo Principal,B,-,020BPI0380,ENTR BR-020/324/PI-140 (SÃO RAIMUNDO NONATO),BR-020/324 (ESTAÇÃO RODOVIÁRIA SÃO RAIMUNDO NONATO),54.6,59.8,5.2,PLA,,,020BPI0380,Estadual,,PI_,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
162244,020,PI,Eixo Principal,B,-,020BPI0385,BR-020/324 (ESTAÇÃO RODOVIÁRIA SÃO RAIMUNDO NONATO),PARQUE NACIONAL SERRA DA CAPIVARA (CORONEL JOSÉ DIAS),59.8,92.9,33.1,PLA,,,020BPI0385,Estadual,,PI_,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
151257,020,PI,Eixo Principal,B,-,020BPI0390,PARQUE NACIONAL SERRA DA CAPIVARA (CORONEL JOSÉ DIAS),ENTR PI-141/465 (SÃO JOÃO DO PIAUÍ),92.9,153.2,60.3,PLA,,,020BPI0390,Estadual,,PI_,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
151258,020,PI,Eixo Principal,B,-,020BPI0400,ENTR PI-141/465 (SÃO JOÃO DO PIAUÍ),NOVA SANTA RITA,153.2,191.7,38.5,PLA,,,020BPI0400,Estadual,,PI_,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
151259,020,PI,Eixo Principal,B,-,020BPI0410,NOVA SANTA RITA,ENTR PI-245,191.7,217.4,25.7,PLA,,,020BPI0410,Estadual,,PI_,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
151260,020,PI,Eixo Principal,B,-,020BPI0415,ENTR PI-245,ENTR PI-143,217.4,219.2,1.8,PAV,,Picos,020BPI0415,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151261,020,PI,Eixo Principal,B,-,020BPI0420,ENTR PI-143,INÍCIO PISTA DUPLA (SIMPLÍCIO MENDES),219.2,220.5,1.3,PAV,,Picos,020BPI0420,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151262,020,PI,Eixo Principal,B,-,020BPI0425,INÍCIO PISTA DUPLA (SIMPLÍCIO MENDES),ENTR PI-143/249 (SIMPLÍCIO MENDES),220.5,221,0.5,DUP,,Picos,020BPI0425,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151263,020,PI,Eixo Principal,B,-,020BPI0430,ENTR PI-143/249 (SIMPLÍCIO MENDES),FIM PISTA DUPLA (SIMPLÍCIO MENDES),221,221.8,0.8,DUP,,Picos,020BPI0430,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151264,020,PI,Eixo Principal,B,-,020BPI0435,FIM PISTA DUPLA (SIMPLÍCIO MENDES),ENTR PI-249 (FIM DA PAVIMENTAÇÃO),221.8,227.5,5.7,PAV,,Picos,020BPI0435,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151265,020,PI,Eixo Principal,B,-,020BPI0440,ENTR PI-249 (FIM DA PAVIMENTAÇÃO),ENTR PI-245 (RIO CANINDÉ),227.5,243.9,16.4,LEN,,Picos,020BPI0440,Federal,,,,Federal,N_PAV,Leito Natural,LEN,Leito Natural,202507A,80,|
151269,020,PI,Eixo Principal,B,-,020BPI0490,ENTR PI-245 (RIO CANINDÉ),ENTR BR-020/230/316,243.9,330.7,86.8,PLA,,,020BPI0490,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151270,020,PI,Eixo Principal,B,-,020BPI0493,ENTR BR-020/230/316,ENTR PI-228 (P/FRANCISCO SANTOS),330.7,353.5,22.8,PAV,,Picos,020BPI0493,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151271,020,PI,Eixo Principal,B,-,020BPI0495,ENTR PI-228 (P/FRANCISCO SANTOS),DIV PI/CE,353.5,415.1,61.6,PAV,,Picos,020BPI0495,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158344,030,BA,Acesso,A,-,030ABA1005,ACESSO NOROESTE CARINHANHA,CARINHANHA,0,1.1,1.1,PAV,,Vitória da Conquista,030ABA1005,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158345,030,BA,Acesso,A,-,030ABA2005,ENTR BR-030/342 (ACESSO NORTE MALHADA),MALHADA,0,0.7,0.7,PAV,,Vitória da Conquista,030ABA2005,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158342,030,BA,Acesso,A,-,030ABA3005,ACESSO OESTE BRUMADO,INÍCIO TRAVESSIA URBANA BRUMADO,0,3.9,3.9,PAV,,Vitória da Conquista,030ABA3005,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158343,030,BA,Acesso,A,-,030ABA3010,INÍCIO TRAVESSIA URBANA BRUMADO,FIM TRAVESSIA URBANA BRUMADO,3.9,7.3,3.4,PAV,,Vitória da Conquista,030ABA3010,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
162118,030,BA,Acesso,A,-,030ABA5005,ACESSO SUL MARAÚ,R.VITÓRIO MAGALHÃES SÃO CARVALHO (MARAÚ),0,3.9,3.9,PLA,,,030ABA5005,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
164766,030,BA,Acesso,A,-,030ABA6005,ACESSO A JUVENÍLIA/MG,INÍCIO PONTE S/RIO CARIRANHA,0,2.9,2.9,PLA,,,030ABA6005,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151316,030,BA,Eixo Principal,B,-,030BBA0227,DIV GO/BA,ENTR BR-030/135 (COCOS),0,191.5,191.5,LEN,,Cocos,030BBA0227,Federal,,,,Federal,N_PAV,Leito Natural,LEN,Leito Natural,202507A,80,|
151317,030,BA,Eixo Principal,B,-,030BBA0230,ENTR BR-030/135 (COCOS),ENTR BA-601 (FEIRA DA MATA),191.5,223.1,31.6,LEN,EOP,Cocos,030BBA0230,Federal,,,,Federal,N_PAV,Em obra de Pavimentação,EOP,Leito Natural,202507A,80,|
151318,030,BA,Eixo Principal,B,-,030BBA0235,ENTR BA-601 (FEIRA DA MATA),ACESSO A JUVENÍLIA/MG,223.1,238.4,15.3,LEN,EOP,Cocos,030BBA0235,Federal,,,,Federal,N_PAV,Em obra de Pavimentação,EOP,Leito Natural,202507A,80,|
151319,030,BA,Eixo Principal,B,-,030BBA0236,ACESSO A JUVENÍLIA/MG,ACESSO NOROESTE CARINHANHA,238.4,281.7,43.3,LEN,EOP,Cocos,030BBA0236,Federal,,,,Federal,N_PAV,Em obra de Pavimentação,EOP,Leito Natural,202507A,80,|
151320,030,BA,Eixo Principal,B,-,030BBA0237,ACESSO NOROESTE CARINHANHA,INÍCIO PONTE S/RIO SÃO FRANCISCO,281.7,286.5,4.8,PAV,,Vitória da Conquista,030BBA0237,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151321,030,BA,Eixo Principal,B,-,030BBA0240,INÍCIO PONTE S/RIO SÃO FRANCISCO,ENTR BR-030/342 (ACESSO NORTE MALHADA),286.5,287.6,1.1,PAV,,Vitória da Conquista,030BBA0240;342BBA0010,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151322,030,BA,Eixo Principal,B,-,030BBA0242,ENTR BR-030/342 (ACESSO NORTE MALHADA),ENTR BA-160,287.6,309.7,22.1,PAV,,Vitória da Conquista,030BBA0242,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151323,030,BA,Eixo Principal,B,-,030BBA0244,ENTR BA-160,ENTR BA-160 (P/IUIÚ),309.7,311.8,2.1,PAV,,Vitória da Conquista,030BBA0244,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151324,030,BA,Eixo Principal,B,-,030BBA0250,ENTR BA-160 (P/IUIÚ),ENTR BA-263,311.8,352.2,40.4,PAV,,Vitória da Conquista,030BBA0250,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
