rodovia_br,uf,tipo_trecho,desc_coinc,cod,inicio ,fim ,km_inicial,km_final,extensao,superf_federal,obras,fed_coinc,administracao,ato_legal,estad_coinc,superf_estad_coinc,jurisdicao,superficie,unidade_local
101,AL,Eixo Principal,-,101BAL0680,ACESSO SUL MESSIAS,ENTR BR-101/104,75.4,79.2,3.8,DUP,,101BAL0680;104BAL0640,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0690,ENTR BR-101/104,ENTR AL-210 (P/RIO LARGO),79.2,87.1,7.9,DUP,,101BAL0690,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0710,ENTR AL-210 (P/RIO LARGO),ENTR BR-101/316/424,87.1,101.5,14.4,PAV,EOD,101BAL0710,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0730,ENTR BR-101/316/424,ACESSO OESTE CHÃ DO PILAR,101.5,104.4,2.9,PAV,EOD,101BAL0730,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0750,ACESSO OESTE CHÃ DO PILAR,ENTR AL-215 (P/MARECHAL DEODORO),104.4,112.4,8,PAV,EOD,101BAL0750,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0770,ENTR AL-215 (P/MARECHAL DEODORO),ENTR AL-215,112.4,119.3,6.9,PAV,EOD,101BAL0770,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0790,ENTR AL-215,ENTR AL-220 (P/BARRA DE SÃO MIGUEL),119.3,129.9,10.6,PAV,EOD,101BAL0790,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0810,ENTR AL-220 (P/BARRA DE SÃO MIGUEL),R.CEL FRANCISCO CAVALCANTE (SÃO MIGUEL DOS CAMPOS),129.9,135.9,6,PAV,EOD,101BAL0810,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0820,R.CEL FRANCISCO CAVALCANTE (SÃO MIGUEL DOS CAMPOS),ENTR AL-220,135.9,139.5,3.6,DUP,,101BAL0820,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0830,ENTR AL-220,ENTR AL-105,139.5,166.1,26.6,DUP,,101BAL0830,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0850,ENTR AL-105,ENTR AL-110 (P/ARAPIRACA),166.1,201.7,35.6,PAV,EOD,101BAL0850,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0870,ENTR AL-110 (P/ARAPIRACA),ENTR AL-225,201.7,228.5,26.8,DUP,,101BAL0870,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0890,ENTR AL-225,ENTR AL-225 (P/PORTO REAL DO COLÉGIO),228.5,246.6,18.1,DUP,,101BAL0890,Federal,,,,Federal,PAV,Maceió
101,AL,Eixo Principal,-,101BAL0900,ENTR AL-225 (P/PORTO REAL DO COLÉGIO),INÍCIO PONTE S/RIO SÃO FRANCISCO (DIV AL/SE),246.6,249.7,3.1,PAV,EOD,101BAL0900,Federal,,,,Federal,PAV,Maceió
101,BA,Eixo Principal,-,101BBA1405,INÍCIO PONTE S/RIO REAL (DIV SE/BA),FIM PONTE S/RIO REAL,0,0.1,0.1,PAV,EOD,101BBA1405,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1410,FIM PONTE S/RIO REAL,ENTR BA-396 (LORETO) (P/JANDAÍRA),0.1,6.7,6.6,PAV,EOD,101BBA1410,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1412,ENTR BA-396 (LORETO) (P/JANDAÍRA),ENTR BA-233 (ESPLANADA) (P/ CONDE),6.7,35.6,28.9,PAV,EOD,101BBA1412,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1430,ENTR BA-233 (ESPLANADA) (P/ CONDE),ENTR BA-400 (ENTRE RIOS),35.6,61.7,26.1,PAV,EOD,101BBA1430,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1431,ENTR BA-400 (ENTRE RIOS),ENTR BA-093 (P/ ARAÇAS),61.7,65.7,4,PAV,EOD,101BBA1431,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1432,ENTR BA-093 (P/ ARAÇAS),ENTR BA-401 (SÍTIO DO MEIO),65.7,75.6,9.9,PAV,EOD,101BBA1432,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1450,ENTR BA-401 (SÍTIO DO MEIO),ENTR BR-101/110,75.6,97.3,21.7,PAV,EOD,101BBA1450,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1470,ENTR BR-101/110,ENTR BA-504 (P/ARAÇAS),97.3,107.4,10.1,PAV,EOD,101BBA1470;110BBA0750,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1471,ENTR BA-504 (P/ARAÇAS),ENTR BR-101/110/AV.JOSEPH WAGNER (ACESSO SUL ALAGOINHAS),107.4,110.3,2.9,PAV,EOD,101BBA1471;110BBA0760,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1472,ENTR BR-101/110/AV.JOSEPH WAGNER (ACESSO SUL ALAGOINHAS),ENTR BA-503,110.3,117.2,6.9,PAV,EOD,101BBA1472,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1490,ENTR BA-503,ENTR BA-515 (TEODORO SAMPAIO),117.2,140.4,23.2,PAV,EOD,101BBA1490,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1510,ENTR BA-515 (TEODORO SAMPAIO),ENTR BA-084 (CONCEIÇÃO DO JACUÍPE),140.4,162.1,21.7,PAV,EOD,101BBA1510,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1530,ENTR BA-084 (CONCEIÇÃO DO JACUÍPE),ENTR BR-101/324,162.1,166.3,4.2,PAV,EOD,101BBA1530,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1540,ENTR BR-101/324,HUMILDES,166.3,170.8,4.5,PAV,,101BBA1540,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1550,HUMILDES,ENTR BA-501 (P/SÃO GONÇALO DOS CAMPOS),170.8,180.5,9.7,PAV,,101BBA1550,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1570,ENTR BA-501 (P/SÃO GONÇALO DOS CAMPOS),ENTR BA-502 (P/CONCEIÇÃO DA FEIRA),180.5,192.3,11.8,PAV,,101BBA1570,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1572,ENTR BA-502 (P/CONCEIÇÃO DA FEIRA),ENTR BA-492 (GOVERNADOR MANGABEIRA),192.3,207.6,15.3,PAV,,101BBA1572,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1574,ENTR BA-492 (GOVERNADOR MANGABEIRA),ENTR BA-496 (CRUZ DAS ALMAS),207.6,219.8,12.2,PAV,,101BBA1574,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1590,ENTR BA-496 (CRUZ DAS ALMAS),ENTR BR-101/242 (SAPEAÇÚ),219.8,231.5,11.7,PAV,,101BBA1590,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1610,ENTR BR-101/242 (SAPEAÇÚ),ENTR BR-101/242 (CONCEIÇÃO DO ALMEIDA),231.5,234.9,3.4,PAV,,101BBA1610,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1630,ENTR BR-101/242 (CONCEIÇÃO DO ALMEIDA),ENTR BA-026,234.9,249.4,14.5,PAV,,101BBA1630,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1632,ENTR BA-026,ENTR BR-101/242/420/BA-046 (SANTO ANTÔNIO DE JESUS),249.4,258,8.6,PAV,,101BBA1632,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1650,ENTR BR-101/242/420/BA-046 (SANTO ANTÔNIO DE JESUS),ENTR BA-026/046,258,264.4,6.4,PAV,,101BBA1650;420BBA0180,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1670,ENTR BA-026/046,CAPÃO,264.4,284,19.6,PAV,,101BBA1670;420BBA0190,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1690,CAPÃO,ENTR BR-101/420 (ENTRONCAMENTO DE LAJE),284,288.3,4.3,PAV,,101BBA1690;420BBA0200,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1695,ENTR BR-101/420 (ENTRONCAMENTO DE LAJE),ENTR BA-542 (P/GUERÉM),288.3,302.2,13.9,PAV,,101BBA1695,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1710,ENTR BA-542 (P/GUERÉM),PRESIDENTE TANCREDO NEVES,302.2,327.3,25.1,PAV,,101BBA1710,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1711,PRESIDENTE TANCREDO NEVES,ENTR BA-120 (TEOLÂNDIA),327.3,348.3,21,PAV,,101BBA1711,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1712,ENTR BA-120 (TEOLÂNDIA),ENTR BA-250 (P/ IRAÍ DO NORTE),348.3,364.5,16.2,PAV,,101BBA1712,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1730,ENTR BA-250 (P/ IRAÍ DO NORTE),ENTR BA-120/250/549 (GANDÚ),364.5,365.7,1.2,PAV,,101BBA1730,Federal,,,,Federal,PAV,Cruz das Almas
101,BA,Eixo Principal,-,101BBA1732,ENTR BA-120/250/549 (GANDÚ),ENTR BA-650 (P/IBIRATAIA),365.7,396.4,30.7,PAV,,101BBA1732,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1734,ENTR BA-650 (P/IBIRATAIA),ENTR BA-650 (P/IBIRAPITANGA),396.4,423.3,26.9,PAV,,101BBA1734,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1750,ENTR BA-650 (P/IBIRAPITANGA),ENTR BR-101/330 (ACESSO NORTE UBAITABA),423.3,439.1,15.8,PAV,,101BBA1750,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1751,ENTR BR-101/330 (ACESSO NORTE UBAITABA),ENTR BR-030/101 (UBAITABA),439.1,443.8,4.7,PAV,,101BBA1751,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,Coinc,101BBA1752,ENTR BR-030/101 (UBAITABA),ENTR BR-030/101 (AURELINO LEAL),443.8,445.4,1.6,PAV,,030BBA0440;101BBA1752,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1760,ENTR BR-030/101 (AURELINO LEAL),ENTR BA-262 (P/URUÇUCA),445.4,474.5,29.1,PAV,,101BBA1760,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1770,ENTR BA-262 (P/URUÇUCA),ENTR BA-655 (P/URUÇUCA),474.5,481.2,6.7,PAV,,101BBA1770,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1790,ENTR BA-655 (P/URUÇUCA),ENTR BA-120/262 (P/ITAJUÍPE),481.2,490.4,9.2,PAV,,101BBA1790,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1810,ENTR BA-120/262 (P/ITAJUÍPE),AV. AMÉLIA AMADO (ITABUNA),490.4,504.7,14.3,PAV,,101BBA1810,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1815,AV. AMÉLIA AMADO (ITABUNA),ENTR BR-101/415/BA-120 (ITABUNA),504.7,507.5,2.8,PAV,,101BBA1815,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1820,ENTR BR-101/415/BA-120 (ITABUNA),ENTR BR-101/415,507.5,512.4,4.9,PAV,,101BBA1820;415BBA0030,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1830,ENTR BR-101/415,ENTR BR-101/251 (BUERAREMA),512.4,525,12.6,PAV,,101BBA1830,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1832,ENTR BR-101/251 (BUERAREMA),SÃO JOSÉ,525,540.8,15.8,PAV,,101BBA1832;251BBA0030,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1834,SÃO JOSÉ,ENTR BA-671 (ITATINGUI),540.8,559.8,19,PAV,,101BBA1834;251BBA0032,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1836,ENTR BA-671 (ITATINGUI),ENTR BA-676 (P/ARATACA),559.8,566.9,7.1,PAV,,101BBA1836;251BBA0034,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1850,ENTR BA-676 (P/ARATACA),ENTR BR-101/251/BA-270 (ACESSO NORTE CAMACAN),566.9,584.2,17.3,PAV,,101BBA1850;251BBA0036,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1870,ENTR BR-101/251/BA-270 (ACESSO NORTE CAMACAN),ENTR BA-270 (P/ CANAVIEIRAS),584.2,590.5,6.3,PAV,,101BBA1870,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1890,ENTR BA-270 (P/ CANAVIEIRAS),ENTR BA-678 (P/ MASCOTE),590.5,597.9,7.4,PAV,,101BBA1890,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1892,ENTR BA-678 (P/ MASCOTE),ENTR BA-680 (P/ POTIRAGUÁ),597.9,634.6,36.7,PAV,,101BBA1892,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1894,ENTR BA-680 (P/ POTIRAGUÁ),ENTR BA-274 (P/ SANTA MARIA ETERNA),634.6,648.5,13.9,PAV,,101BBA1894,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1896,ENTR BA-274 (P/ SANTA MARIA ETERNA),ENTR BA-275 (P/ITABEPI),648.5,665.1,16.6,PAV,,101BBA1896,Federal,,,,Federal,PAV,Itabuna
101,BA,Eixo Principal,-,101BBA1910,ENTR BA-275 (P/ITABEPI),ENTR BR-101/367/BA-275 (ITAGIMIRIM),665.1,679.8,14.7,PAV,,101BBA1910,Federal,,,,Federal,PAV,Eunápolis
101,BA,Eixo Principal,-,101BBA1912,ENTR BR-101/367/BA-275 (ITAGIMIRIM),ENTR BA-985 (MUNDO NOVO),679.8,702.7,22.9,PAV,,101BBA1912;367BBA0040,Federal,,,,Federal,PAV,Eunápolis
101,BA,Eixo Principal,-,101BBA1914,ENTR BA-985 (MUNDO NOVO),ENTR BR-101/367 (EUNÁPOLIS) (P/ PORTO SEGURO),702.7,717.6,14.9,PAV,,101BBA1914;367BBA0030,Federal,,,,Federal,PAV,Eunápolis
101,BA,Eixo Principal,-,101BBA1930,ENTR BR-101/367 (EUNÁPOLIS) (P/ PORTO SEGURO),ENTR BA-283 (ITABELA),717.6,744.8,27.2,PAV,,101BBA1930,Federal,,,,Federal,PAV,Eunápolis
101,BA,Eixo Principal,-,101BBA1932,ENTR BA-283 (ITABELA),ENTR BR-101/498,744.8,793.3,48.5,PAV,,101BBA1932,Federal,,,,Federal,PAV,Eunápolis
101,BA,Eixo Principal,-,101BBA1950,ENTR BR-101/498,ENTR BR-101/489 (ITAMARAJU),793.3,808.3,15,PAV,,101BBA1950,Federal,,,,Federal,PAV,Eunápolis
101,BA,Eixo Principal,-,101BBA1970,ENTR BR-101/489 (ITAMARAJU),ENTR BA-284 (P/ JUCURUÇÚ),808.3,813,4.7,PAV,,101BBA1970,Federal,,,,Federal,PAV,Eunápolis
101,BA,Eixo Principal,-,101BBA1971,ENTR BA-284 (P/ JUCURUÇÚ),ENTR BA-290 (TEIXEIRA DE FREITAS) (P/ ALCOBAÇA),813,874.8,61.8,PAV,,101BBA1971,Federal,,,,Federal,PAV,Eunápolis
101,BA,Eixo Principal,-,101BBA1990,ENTR BA-290 (TEIXEIRA DE FREITAS) (P/ ALCOBAÇA),ENTR BR-101/418 (P/ CARAVELAS),874.8,919.7,44.9,PAV,,101BBA1990,Federal,,,,Federal,PAV,Eunápolis
101,BA,Eixo Principal,-,101BBA2010,ENTR BR-101/418 (P/ CARAVELAS),ENTR BA-698 (P/MUCURI),919.7,938.6,18.9,PAV,,101BBA2010,Federal,,,,Federal,PAV,Eunápolis
101,BA,Eixo Principal,-,101BBA2012,ENTR BA-698 (P/MUCURI),DIV BA/ES,938.6,956.1,17.5,PAV,,101BBA2012,Concessão Federal,,,,Federal,PAV,Eunápolis
101,PB,Eixo Principal,-,101BPB0250,DIV RN/PB,ENTR PB-065,0,6.1,6.1,DUP,,101BPB0250,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0255,ENTR PB-065,ENTR PB-071,6.1,29.9,23.8,DUP,,101BPB0255,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0260,ENTR PB-071,ENTR PB-041 (MAMANGUAPE),29.9,40,10.1,DUP,,101BPB0260,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0270,ENTR PB-041 (MAMANGUAPE),ENTR PB-025,40,73.5,33.5,DUP,,101BPB0270,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0280,ENTR PB-025,ENTR PB-004 (P/BAYEUX),73.5,80.5,7,DUP,,101BPB0280,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0290,ENTR PB-004 (P/BAYEUX),ENTR BR-101/230 (ACESSO NORTE JOÃO PESSOA),80.5,80.8,0.3,DUP,,101BPB0290,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0310,ENTR BR-101/230 (ACESSO NORTE JOÃO PESSOA),ACESSO AEROPORTO,80.8,82.6,1.8,DUP,,101BPB0310;230BPB0060,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0320,ACESSO AEROPORTO,ENTR BR-101/230/AV.CRUZ DAS ARMAS (JOÃO PESSOA),82.6,88.4,5.8,DUP,,101BPB0320;230BPB0050,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0330,ENTR BR-101/230/AV.CRUZ DAS ARMAS (JOÃO PESSOA),DISTRITO INDUSTRIAL (TOALIA),88.4,92.4,4,DUP,,101BPB0330,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0332,DISTRITO INDUSTRIAL (TOALIA),ENTR PB-018 (P/CONDE),92.4,99.4,7,DUP,,101BPB0332,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0335,ENTR PB-018 (P/CONDE),ENTR PB-034,99.4,110.2,10.8,DUP,,101BPB0335,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0340,ENTR PB-034,ENTR PB-044,110.2,127.3,17.1,DUP,,101BPB0340,Federal,,,,Federal,PAV,João Pessoa
101,PB,Eixo Principal,-,101BPB0345,ENTR PB-044,DIV PB/PE,127.3,127.7,0.4,DUP,,101BPB0345,Federal,,,,Federal,PAV,João Pessoa
101,PE,Eixo Principal,-,101BPE0350,DIV PB/PE,ENTR PE-062 (GOIANA),0,7.8,7.8,DUP,,101BPE0350,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0355,ENTR PE-062 (GOIANA),ENTR PE-049 (P/PONTAS DE PEDRAS),7.8,21,13.2,DUP,,101BPE0355,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0360,ENTR PE-049 (P/PONTAS DE PEDRAS),ENTR PE-041 (P/ARAÇOIABA),21,33.8,12.8,DUP,,101BPE0360,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0370,ENTR PE-041 (P/ARAÇOIABA),ENTR PE-035 (IGARASSÚ),33.8,41.7,7.9,DUP,,101BPE0370,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0390,ENTR PE-035 (IGARASSÚ),ENTR PE-015 (P/PAULISTA - VIADUTO SOBRE PE-015),41.7,51.7,10,DUP,,101BPE0390,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0410,ENTR PE-015 (P/PAULISTA - VIADUTO SOBRE PE-015),VIADUTO SOBRE AVENIDA CAXANGÁ,51.7,66.7,15,DUP,,101BPE0410,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0420,VIADUTO SOBRE AVENIDA CAXANGÁ,ENTR BR-101/232 (RECIFE),66.7,69.9,3.2,DUP,,101BPE0420,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0430,ENTR BR-101/232 (RECIFE),ENTR PE-007 (RECIFE),69.9,72.9,3,DUP,,101BPE0430,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0435,ENTR PE-007 (RECIFE),PRAZERES (ENTR ANTIGA BR-101),72.9,82.3,9.4,DUP,,101BPE0435,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0440,PRAZERES (ENTR ANTIGA BR-101),VIADUTO RANDOM/METALGIL,82.3,94.6,12.3,DUP,,101BPE0440,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0450,VIADUTO RANDOM/METALGIL,ENTR PE-025 (P/USINA BOM JESUS),94.6,96.7,2.1,DUP,,101BPE0450,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0460,ENTR PE-025 (P/USINA BOM JESUS),ENTR PE-037 (P/DISTRITO INDUSTRIAL DO CABO),96.7,102,5.3,DUP,,101BPE0460,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0465,ENTR PE-037 (P/DISTRITO INDUSTRIAL DO CABO),VIADUTO DA CHARNECA (ENTR ANTIGA BR-101),102,103.3,1.3,DUP,,101BPE0465,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0470,VIADUTO DA CHARNECA (ENTR ANTIGA BR-101),ENTR PE-042 (P/IPOJUCA),103.3,115.8,12.5,DUP,,101BPE0470,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0475,ENTR PE-042 (P/IPOJUCA),ENTR PE-051 (P/CAMELA),115.8,121.4,5.6,DUP,,101BPE0475,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0480,ENTR PE-051 (P/CAMELA),ENTR PE-045 (ESCADA),121.4,124.5,3.1,DUP,,101BPE0480,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0490,ENTR PE-045 (ESCADA),ENTR PE-070,124.5,128,3.5,DUP,,101BPE0490,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0495,ENTR PE-070,ENTR PE-063 (P/AMARAJI),128,136,8,DUP,,101BPE0495,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0510,ENTR PE-063 (P/AMARAJI),ENTR PE-085 (ACESSO NORTE RIBEIRÃO),136,148.6,12.6,DUP,,101BPE0510,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0530,ENTR PE-085 (ACESSO NORTE RIBEIRÃO),ACESSO OESTE RIBEIRÃO,148.6,152.2,3.6,DUP,,101BPE0530,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0540,ACESSO OESTE RIBEIRÃO,ENTR PE-073 (P/GAMELEIRA),152.2,157.1,4.9,DUP,,101BPE0540,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0550,ENTR PE-073 (P/GAMELEIRA),ENTR PE-087/096 (PALMARES),157.1,185.5,28.4,DUP,,101BPE0550,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0570,ENTR PE-087/096 (PALMARES),ENTR PE-126 (P/CATENDE),185.5,189.1,3.6,DUP,,101BPE0570,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0575,ENTR PE-126 (P/CATENDE),ACESSO NORTE XEXÉU,189.1,203.1,14,DUP,,101BPE0575,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0578,ACESSO NORTE XEXÉU,ACESSO SUL XEXÉU,203.1,205.9,2.8,DUP,,101BPE0578,Federal,,,,Federal,PAV,Recife
101,PE,Eixo Principal,-,101BPE0580,ACESSO SUL XEXÉU,DIV PE/AL (FIM PONTE S/RIO JACUÍPE),205.9,214.5,8.6,DUP,,101BPE0580,Federal,,,,Federal,PAV,Recife
101,RN,Eixo Principal,-,101BRN0010,TOUROS (FAROL DO CALCANHAR),ENTR RN-221 (P/SÃO MIGUEL DO GOSTOSO),0,1.9,1.9,PAV,,101BRN0010,Federal,,,,Federal,PAV,Macaíba
101,RN,Eixo Principal,-,101BRN0015,ENTR RN-221 (P/SÃO MIGUEL DO GOSTOSO),ENTR RN-064/023 (P/TOUROS),1.9,6.1,4.2,PAV,,101BRN0015,Federal,,,,Federal,PAV,Macaíba
101,RN,Eixo Principal,-,101BRN0020,ENTR RN-064/023 (P/TOUROS),ENTR RN-021 (P/RIO DO FOGO),6.1,20.4,14.3,PAV,,101BRN0020,Federal,,,,Federal,PAV,Macaíba
101,RN,Eixo Principal,-,101BRN0030,ENTR RN-021 (P/RIO DO FOGO),ACESSO ZUMBI,20.4,30.3,9.9,PAV,,101BRN0030,Federal,,,,Federal,PAV,Macaíba
101,RN,Eixo Principal,-,101BRN0032,ACESSO ZUMBI,ACESSO PITITINGA,30.3,35.1,4.8,PAV,,101BRN0032,Federal,,,,Federal,PAV,Macaíba
101,RN,Eixo Principal,-,101BRN0034,ACESSO PITITINGA,ACESSO MARACAJAÚ,35.1,41.5,6.4,PAV,,101BRN0034,Federal,,,,Federal,PAV,Macaíba
101,RN,Eixo Principal,-,101BRN0036,ACESSO MARACAJAÚ,ACESSO CARAÚBAS,41.5,44.8,3.3,PAV,,101BRN0036,Federal,,,,Federal,PAV,Macaíba
101,RN,Eixo Principal,-,101BRN0040,ACESSO CARAÚBAS,ENTR RN-160(A) (P/MURIÚ E MAXARANGUAPE),44.8,58.2,13.4,PAV,,101BRN0040,Federal,,,,Federal,PAV,Macaíba
101,RN,Eixo Principal,-,101BRN0050,ENTR RN-160(A) (P/MURIÚ E MAXARANGUAPE),ENTR RN-160(B) (P/COQUEIROS),58.2,65.3,7.1,PAV,,101BRN0050,Federal,,,,Federal,PAV,Macaíba
101,RN,Eixo Principal,-,101BRN0055,ENTR RN-160(B) (P/COQUEIROS),ENTR RN-305 (P/PITANGUI),65.3,66.2,0.9,PAV,,101BRN0055,Federal,,,,Federal,PAV,Macaíba
101,RN,Eixo Principal,-,101BRN0060,ENTR RN-305 (P/PITANGUI),ENTR RN-160(C)/307(P/ GENIPABU),66.2,69,2.8,PAV,,101BRN0060,Federal,,,,Federal,PAV,Macaíba
